timestamp,x,y,z
1520439642052073604,0.0,0.0,0.0
1520439642102074604,4.994492038688317e-05,-0.012298431726423833,-3.611163509707108e-05
1520439642152076604,0.00023963432434173846,-0.04912085800317151,-0.00013107385948187448
1520439642202077604,0.0006140540693131967,-0.11035804276781833,-0.00029838249476096693
1520439642252079604,0.0011481265774326162,-0.19599319406593452,-0.0005987635675012266
1520439642302081604,0.0018375074968544993,-0.30610379256537595,-0.0010604716059744166
1520439642352087095,0.0027414240510742825,-0.44080606462490535,-0.0016218282932363105
1520439642402089095,0.003805708232472613,-0.6000639879027615,-0.0022442710096921936
1520439642452090095,0.004864684042533008,-0.7838480861908922,-0.0029801498465246556
1520439642502092095,0.00595157594168712,-0.9923479677250914,-0.003941205639411881
1520439642552093095,0.007154685049275662,-1.2256890044724222,-0.005142293274494429
1520439642602095095,0.008291483822473486,-1.4837529811003947,-0.006400254678456925
1520439642652097095,0.009132082699151273,-1.7663283411318036,-0.007660725718378253
1520439642702098095,0.009692594884197867,-2.0732790090251565,-0.008899521250663785
1520439642752133429,0.01008372604506025,-2.404836383370044,-0.009920753941825766
1520439642802134429,0.010321165069977193,-2.760528340018962,-0.010577325409431687
1520439642852136429,0.01040063540504536,-3.1404743069249657,-0.010866447406072847
1520439642902137429,0.010399044838487382,-3.5445133052340023,-0.010901688323906429
1520439642952139429,0.010466364328668803,-3.9726067287930142,-0.010817013568705154
1520439643002140429,0.010726514996696572,-4.424941298686627,-0.010740294987308718
1520439643052142429,0.01133452345046642,-4.901778933653225,-0.010749405495190184
1520439643102144429,0.012208752461940595,-5.403164260079455,-0.010778414274812883
1520439643152131411,0.012961352703831228,-5.928891075152487,-0.010799765486210701
1520439643202132411,0.013495828553595093,-6.479224425253509,-0.010869300544763646
1520439643252134411,0.013989562697388349,-7.054126436401763,-0.011080912803556008
1520439643302135411,0.014447356018979696,-7.653756369800319,-0.01161554589331516
1520439643352137411,0.014776190607997081,-8.278241084637134,-0.012592784137510709
1520439643402138411,0.014979849106760312,-8.92756743836458,-0.013999394447407207
1520439643452140411,0.015052663696158935,-9.601706855703544,-0.01572082420294371
1520439643502142411,0.0149837434899542,-10.300539582816356,-0.017607735014845454
1520439643552162569,0.014831134133644909,-11.024195270275703,-0.019590655905510384
1520439643602163569,0.014635352011799852,-11.77196600700541,-0.02155827203551663
1520439643652165569,0.014324757144154621,-12.544007995900376,-0.0234490409960241
1520439643702167569,0.013824869460955203,-13.340299512254685,-0.025388783551971644
1520439643752168569,0.013201737146484746,-14.160853915441932,-0.027287850017259
1520439643802170569,0.012361819098653836,-15.005487098982053,-0.028959414535414722
1520439643852171569,0.011001036235510905,-15.874053281771477,-0.030470239210673364
1520439643902173569,0.00919815214853096,-16.766944942987966,-0.031961389090755785
1520439643952174569,0.0073056620439938364,-17.684481512808624,-0.03354517349552622
1520439644002180779,0.005382777720265661,-18.626886362469126,-0.03525631095631851
1520439644052181779,0.0032935625420961435,-19.593895130082846,-0.03709424735568048
1520439644102183779,0.00105510706992394,-20.58550284005796,-0.03904162327018555
1520439644152184779,-0.0011446241627528259,-21.601604724408368,-0.04098314160819698
1520439644202186779,-0.0032587218136254027,-22.642205487643288,-0.04278502986038657
1520439644252188779,-0.005427718732000877,-23.70730547296792,-0.04433639171969219
1520439644302189779,-0.007763371519029222,-24.79692183920322,-0.04557171667268834
1520439644352191779,-0.01034879433212611,-25.91106141644291,-0.04650265971346326
1520439644402186604,-0.013063977158945982,-27.049407408223317,-0.047174137425208026
1520439644452188604,-0.015380520307614158,-28.212139718181987,-0.04760480823171543
1520439644502189604,-0.017090905352778945,-29.399062160875943,-0.04787822885698518
1520439644552191604,-0.018546007222486206,-30.610315172101313,-0.04822107243009852
1520439644602192604,-0.019811950192696416,-31.84596738452717,-0.048855517412018906
1520439644652194604,-0.020704037424279325,-33.10615690416334,-0.049870004901946444
1520439644702196604,-0.021338307865543964,-34.390793104093675,-0.05128433486980307
1520439644752197604,-0.021952036464696553,-35.69969513976365,-0.053137025817587585
1520439644802232727,-0.022630048721852862,-37.03375420763522,-0.05545173663782519
1520439644852233727,-0.023414281698193155,-38.39128823814939,-0.05820649518787536
1520439644902235727,-0.02427299107021683,-39.773403276214175,-0.06134136014493708
1520439644952237727,-0.025154674526731997,-41.18007794394356,-0.06477125563346275
1520439645002238727,-0.026212269458056454,-42.61116490399116,-0.06838753558920158
1520439645052240727,-0.02755256878250325,-44.06665937180397,-0.07202692273023877
1520439645102242727,-0.028961327363449477,-45.546584607410786,-0.07551558476612849
1520439645152245727,-0.030268632709967744,-47.051029987272145,-0.07877629094744487
1520439645202271323,-0.03166156237640573,-48.58062141471727,-0.08183444058904824
1520439645252273323,-0.033353067935487424,-50.13381506875778,-0.08473641734985879
1520439645302275323,-0.03532636587643214,-51.71115315572005,-0.08764783683777969
1520439645352376323,-0.037505953041855,-53.31584106284727,-0.09090015425619088
